x1
0.01
0.0255
0.041
0.0563
0.0689
0.073
0.0719
0.0734
0.0675
0.0664
0.0635
0.0563
0.0506
0.0493
0.0406
0.034
0.0334
0.0269
0.0222
0.0184
0.0162
0.011
0.007
0.0053
0.0044
0.0021
0.0019
0.0009
0.0007
0.0003
0.0003
0.0002
0.0005
0.0001
