x1
0.0004
0.0018
0.0062
0.0172
0.0295
0.0467
0.0598
0.0757
0.0831
0.0927
0.0936
0.0926
0.0834
0.0718
0.0602
0.0507
0.0407
0.0301
0.0197
0.0156
0.0095
0.0074
0.0044
0.0032
0.0014
0.0014
0.0007
0.0003
0.0
0.0001
0.0
0.0001
