x1
0.287
0.1163
0.0987
0.0878
0.0896
0.0799
0.069
0.0576
0.0417
0.0299
0.0192
0.0104
0.006
0.0037
0.0017
0.0009
0.0001
0.0002
0.0
0.0002
0.0001
