x1
0.0005
0.0031
0.0075
0.0124
0.0184
0.0251
0.0355
0.038
0.0517
0.0564
0.0651
0.0643
0.0701
0.0721
0.0648
0.0654
0.0565
0.0517
0.0499
0.0411
0.0352
0.0291
0.025
0.015
0.0123
0.0109
0.0076
0.0054
0.0041
0.0022
0.0013
0.0007
0.0005
0.0007
0.0001
0.0001
0.0001
0.0001
