x1
0.0192
0.0341
0.0517
0.0661
0.0842
0.0989
0.1102
0.1063
0.1018
0.0888
0.0792
0.0566
0.0401
0.0256
0.0168
0.0108
0.0041
0.0027
0.0014
0.0006
0.0004
0.0001
0.0002
0.0001
