x1
0.0023
0.0097
0.0166
0.0313
0.0407
0.0529
0.0669
0.0778
0.0817
0.0832
0.0829
0.0841
0.0757
0.0643
0.051
0.0474
0.0307
0.0286
0.0217
0.0167
0.0109
0.0078
0.0054
0.004
0.003
0.0011
0.0009
0.0002
0.0002
0.0001
0.0002
