x1
0.0037
0.0191
0.0386
0.0644
0.081
0.0945
0.0983
0.1008
0.0964
0.0845
0.0764
0.0653
0.052
0.04
0.0279
0.0196
0.0139
0.0085
0.0059
0.0033
0.0026
0.0014
0.0006
0.0006
0.0005
0.0001
0.0001
