x1
0.0049
0.0165
0.0379
0.0617
0.0789
0.1011
0.1098
0.118
0.1131
0.0968
0.0788
0.0628
0.0452
0.0296
0.0193
0.0119
0.0062
0.0032
0.0022
0.0009
0.0007
0.0002
0.0002
0.0
0.0001
