x1
0.0001
0.0
0.0021
0.0042
0.0072
0.0116
0.015
0.0238
0.0288
0.037
0.0455
0.0573
0.0625
0.0728
0.0783
0.0804
0.0845
0.073
0.0675
0.0616
0.0516
0.038
0.0301
0.0234
0.0168
0.01
0.0063
0.0053
0.0019
0.0013
0.001
0.0005
0.0002
0.0003
0.0
0.0001
