x1
0.0004
0.0014
0.0054
0.0073
0.0163
0.0306
0.0478
0.0635
0.0884
0.0999
0.1136
0.1046
0.1011
0.0885
0.0741
0.0554
0.0392
0.0256
0.0172
0.0092
0.004
0.0033
0.002
0.001
0.0002
