x1
0.0065
0.0275
0.0543
0.0925
0.1254
0.133
0.1322
0.1196
0.1005
0.0735
0.0511
0.0337
0.0229
0.0122
0.0076
0.0038
0.0019
0.0014
0.0002
0.0002
