x1
0.0007
0.002
0.0056
0.0108
0.0193
0.0317
0.0454
0.0577
0.0651
0.0763
0.0874
0.0893
0.081
0.0801
0.0743
0.0622
0.0543
0.0437
0.0302
0.0268
0.0187
0.0122
0.0088
0.0065
0.0037
0.003
0.0013
0.0006
0.001
0.0
0.0002
0.0
0.0
0.0
0.0001
