x1,x2,x3,x4,x5,gene_name,bf,bs,mean_es,mean_true,var_true
9.507657441622197,0.23652481659805027,11.941385328382143,0.6527933891267765,1.8202642731100522,PRDX3,0.017096927392254786,73.16969699363237,1.250976996813416,1.5574712643678161,2.606504551192613
14.983180376996811,0.8659694509489948,6.28588886853678,1.1219834742986252,2.0111598391958037,BUB3,0.04365919342074581,34.797498462122405,1.519230715915907,1.6781609195402298,2.508537638695103
14.924996450617321,0.10612807749168014,14.68197780244444,0.6366073589094471,1.2393534307001992,BCCIP,0.00610893039114522,174.29266591313655,1.0647417637504804,1.4597701149425288,1.7989502358647251
3.3755100672401377,9.926109662269106,2.785944376052047,8.07081602595184,1.8329584390453537,ECHS1,1.459318868816681,0.6233227190053,0.9096266052065523,1.1839080459770115,1.619161517507142
14.88578544836801,0.15046518204103468,5.18535474513281,0.4532575155383937,1.7895210893331253,IFITM2,0.009060272440627102,177.04047295059866,1.604034917949897,1.9827586206896552,2.4216663344628264
14.941735258736006,8.389531693196613,7.039777611628564,2.6800660414694466,2.44738697000228,IFITM3,0.22687489715766945,4.358790158824799,0.9889000690152379,1.1781609195402298,1.5461098930303634
1.4039388926123157,7.193644980834402,1.0177493220945601,6.257655595632505,21.86747486134502,RPLP2,2.7948227319826637,4.267738889375017,11.927573662191744,11.522988505747126,21.141086970965382
2.1000461409724296,9.181196916844717,1.687702115106955,2.9324763717964144,15.547585033225268,POLR2L,1.243387504869926,3.556251570049802,4.421798766373981,4.724137931034483,9.44947179589396
1.636906386565549,9.982154919677477,4.749023176702981,4.345055633166243,18.971594588427322,PHLDA2,0.7955734008602989,3.1110240819757258,2.4750480090557176,2.735632183908046,4.553983124044914
1.0533412213693096,9.995510634936,14.999706796452529,6.745462456220725,23.230548154999777,NAP1L4,0.4293586822007978,2.44806842395228,1.051099432445535,1.2586206896551724,2.1812836356388297
9.97737688339846,0.574995163283015,1.0349800475403172,0.7660184674814876,9.867966887386876,RPL27A,0.05346672333891438,171.23000504248523,9.155107306927473,8.988505747126437,13.98830642482227
5.81406541901732,4.84603015682888,1.843462712629409,0.7686903716244208,3.43794021708164,PSMA1,0.2779364563844746,4.124697676636658,1.1464038559016683,1.4022988505747127,2.4730582685535856
2.0831439678167483,9.999951040462513,14.121611519802,9.999996587843054,14.985472969092557,C11orf58,0.6171022290512732,3.1217050457681306,1.9264111421841201,2.339080459770115,3.6242442362633702
3.937240237378218,1.4833612299881045,1.0052524584939955,1.7477021605750047,9.123995098275252,RPS13,0.30964981215474535,24.21754047519432,7.498956858993863,7.448275862068965,12.052222443691448
7.076713032506583,8.406604780612913,14.36908723294515,3.6108317558944,3.928456827739837,LDHA,0.20741536310748415,3.3069904385916753,0.6859206226134706,0.8448275862068966,1.2647996810843132
13.999691694565907,9.999072888169886,9.137082498047164,2.71522406511509,2.5145252637815445,EIF3M,0.20985349574494064,3.5205842426438902,0.7388069103833746,1.0114942528735633,1.5258786791575312
14.983115876306714,3.5063863837690987,14.987840123794586,3.8666200760897027,3.4047204634386583,MDK,0.12270984359668709,14.548687921637054,1.7852672194010935,1.7183908045977012,2.769948840608597
14.736733234121436,0.696581501473929,5.376365623225485,0.8415707631563931,1.35816048979686,PSMC3,0.03630517724432107,28.732960586678928,1.04315522685347,1.160919540229885,1.3843598431997877
1.0222481891719324,9.999230858612954,14.999533601266332,8.164548279451969,17.33657759990962,C11orf31,0.5156268946177426,1.7723648257086693,0.9138789712098777,1.206896551724138,1.8297787522423763
8.78909438316126,4.815521175158615,1.0662924308008082,0.30142121714584436,2.6147402741991517,MRPL16,0.18647292285628683,4.772318139922277,0.889908112351385,1.2011494252873562,1.8494784399707653
14.91660693578331,0.10536888259239925,11.592230146780228,1.4172347370957397,2.049684453618852,TMEM258,0.006678017051995851,290.1647676694985,1.9377252663853253,2.2873563218390807,2.668394126636104
5.387674292335025,9.96576707888443,12.562395109600573,9.997889702231967,21.076260904931605,FTH1,0.556445003881961,11.394208610056817,6.34025045425494,6.793103448275862,17.032090890970697
14.998669108372384,0.10000928127183574,9.928598991977479,1.264491861731874,2.781332634332548,EEF1G,0.00633614702438193,417.1241641991439,2.642960031788205,3.0229885057471266,3.4445551790578706
7.008322561283313,0.38059867366816746,14.997013812154501,9.999875787030437,1.0428299559098975,C11orf48,0.050216776429850896,19.202612129850635,0.9642932801938523,1.2528735632183907,1.9472460301641095
4.252132033526185,0.2879670295430355,1.0016795995274557,0.7448914367420266,4.146022325463741,COX8A,0.06207027931457056,61.22032223548166,3.7999625008843614,3.7988505747126435,5.5142183243638305
14.989687002718538,2.24467226179584,8.542663628215015,2.972151837894935,1.4729227682703125,STIP1,0.104688683065906,9.836024461711744,1.0297204475006394,1.0747126436781609,1.260281708856554
12.630152751745864,3.534824583147423,10.331086088856434,3.882796758275044,4.691980487839431,TRMT112,0.1604158832940561,16.76474429654932,2.6893312645299483,2.7758620689655173,4.937911102252342
14.69260653615315,1.8829548265661626,8.135341871253061,9.788329955148429,8.585211566477932,FAU,0.1158201141900147,66.98999561552098,7.758788941778224,8.241379310344827,9.964520629858479
1.0000009838473107,9.999977355988282,2.7347626612949236,9.999911890918435,63.928122627497416,MALAT1,2.677526711075675,6.392833028239494,17.11698119255804,17.655172413793103,75.88040661750048
12.761376813035765,0.10856554761475083,14.908477263199444,2.2626056574495466,2.026600657390502,CFL1,0.008055782198279812,238.21751197054974,1.9190283922508626,2.1666666666666665,2.4287090558766855
1.3519068818290894,9.997038118563717,11.8018192321114,9.999991804672115,9.780208794385926,DRAP1,0.7602171479893098,1.3225848914493608,1.005451714151384,1.5574712643678161,2.2250016610192027
2.8638246529994476,1.9998445787611152,1.0090555728031945,1.6616397177404252,11.77760906835265,GSTP1,0.490367089728232,16.865814254542208,8.270440251896794,8.844827586206897,19.287921068367552
1.0003053609407258,9.971547682473927,14.999994958749799,6.515551084980904,20.31627083498623,MRPL21,0.41623316424788254,2.038046176751417,0.8483024090325416,1.0574712643678161,1.777024782406484
4.387303035193762,0.47913555131849417,1.0098196386546752,1.1177864381073024,12.993960017738326,RPS3,0.09940243769579449,118.98186237304424,11.827087161466125,11.545977011494253,19.081688924323963
12.228290660597795,0.6782425835234016,5.159231821923564,0.6970822693378393,1.617367183548898,NDUFC2,0.039322772471605004,29.16012132798494,1.1466568162247481,1.2758620689655173,1.726928443292804
