,x1,x2,x3,x4,x5,bf,bs,mean_es,mean_true,var_true,tau,tau_on,tau_off,tau_on_idu,tau_off_idu,bs_idu,bf_idu,x5_idu,mean_true_idu,tau_idu,var_true_idu,tau_distance,bs_distance,bf_distance,tau_off_distance,tau_on_distance,var_distance,mean_distance
SFTA1P,1.01857711767247,9.44304098855299,5.78919629516644,9.97517644092714,33.7437376953749,1.45301179033416,3.63978077855593,5.28864438547342,2.88630136986301,4.86908506680196,0.0855359117570021,0.10786537079604,0.580360290311653,0.119945999704182,0.573218863031058,5.92185745351482,1.44265823869661,49.3710291974693,5.2620320855615,0.106581373147296,20.3019377839112,-0.246042404388945,-0.62698190187825,0.00712557992056512,0.0123051618103639,-0.111997287164433,-3.16955906610307,-0.823105563578497
CDC123,14.773823937365,3.59434798607006,14.9969807933843,8.5740455584926,6.14276840718857,0.170665737893784,25.2485789599458,4.30906735896862,2.25068493150685,2.97822312418964,0.366395862958627,4.11029315876513,1.74911372829478,13.9089347859428,4.75436590864711,54.4726344903997,0.0535810903100265,3.9163771581885,1.45454545454545,0.371400760395162,2.05571847507331,-0.0136598088093047,-1.15745347794879,0.686046590421252,-1.71815710535996,-2.3839276783171,0.309750012221577,0.353732086537929
KIF5B,1.47357814484873,3.01521618212917,14.9377856508351,9.05861493624015,9.52052045027457,0.467786308154991,4.65281094810369,2.17652125595655,1.22876712328767,1.75692166037169,0.129065120935929,0.488713928235878,1.64901430913842,3.39305537583392,2.56572034479988,18.9227033724837,0.167819707752591,5.57689199747678,1.63101604278075,0.29245967888901,2.40612960726813,-1.26598539379353,-3.06694008923701,0.641247071949383,-0.555911510640813,-5.94282519854081,-0.369514453341703,-0.327359767257466
ITGB1,1.16861286909915,5.15826153523834,1.3568634033334,4.43044000237687,35.5880275423751,1.87683820314157,8.06252778921045,15.1320601686807,7.76164383561644,16.2778134806547,0.218097050373881,0.226551690160696,0.306259288604622,2.10452828205292,1.60668224472962,34.1197348485697,0.269453859538105,16.2125332976218,5.11764705882353,0.315659925865765,14.9000632511069,-0.447336978306826,-3.23189051133938,0.85643202536741,-4.24615025408692,-8.28939563664327,0.0846397601978405,0.34064907290131
TFAM,1.00172239042072,9.98552208950422,4.11110625000742,5.00126812025139,14.4996855577265,1.08421035175799,1.4545718838779,1.57706189387654,1.04520547945205,1.27778905237048,0.072084699719236,0.10031747778853,0.822012767793936,2.55989228296571,1.75414353415219,10.4591094460715,0.231801506151629,4.08576154382336,1.38502673796791,0.338988637274176,2.05525846702317,-3.70264339859234,-6.19050709146626,0.786202459904783,-1.13396142113443,-24.5179091360528,-0.608448955804068,-0.325123877741255
DDX21,1.91490704060191,9.20681303056954,6.59070723429401,9.99995709253693,16.475142329244,1.15332059971549,3.42663264002835,3.95200601140216,2.0986301369863,2.78312569291768,0.127381608914003,0.207988044749449,0.659073551346807,0.100090829888884,1.02560324361224,3.36168926156672,0.888340823266313,33.5863861384574,1.87700534759358,0.0558858979306605,3.68909205911104,0.561271847583667,0.0189525359978759,0.229753787901249,-0.556128661992941,0.518766427130667,-0.325521182352203,0.105604501473032
RPS24,1.85657601853624,9.91664658091113,1.00566363154062,9.16009077091206,31.6338912959339,3.36693934872823,5.92243794046929,19.940489342167,9.76849315068493,13.2069620609955,0.308798340972378,0.187218128970132,0.10978751812527,0.13276741699812,0.437425385556758,6.65034526457885,1.75379274434766,50.0901909138824,6.03743315508021,0.120531246635895,12.2835374619056,0.609676508441229,-0.122906703527547,0.479113651093803,-2.98429068282286,0.290841022028905,0.0699195314429756,0.381948365838093
GHITM,9.42932397345849,4.05801175699615,2.49874822261016,1.47893606778907,4.71335118501624,0.249178366838001,10.9520913160441,2.72902422759253,1.38219178082192,1.81394855027529,0.293250327965357,2.32363150678457,1.68955797145826,8.56802388573082,3.73542337080833,46.0120470720504,0.0812780336395973,5.37020527553371,1.83422459893048,0.341555770183886,2.92398366971422,-0.164724256418343,-3.20121105132182,0.6738158505853,-1.2108879564424,-2.68734193038516,-0.611944103525135,-0.327040591892221
BLOC1S2,13.6873199601378,0.311480336875933,14.6587735240996,0.47004534618074,1.43708234057912,0.0133104966371877,63.1494302396524,0.840550278845211,0.441095890410959,0.537677809722457,0.306938494723417,43.9428058201622,31.1858709871433,7.17684074638981,1.99193736176852,62.5053664432961,0.109065786978769,8.70931495515467,3.49732620320856,0.401561571859178,5.56316485538497,-0.308280254065319,0.0101990436637678,-7.19396826066239,0.936126928679025,0.836677685631606,-9.34665138636949,-6.92872089547281
NDUFB8.1,1.39825084704603,9.47666324907236,7.43463969580679,9.64830949434172,14.5849203473057,1.08919324969254,2.15195757132294,2.34389766030969,1.37123287671233,1.61096829960351,0.094017165953576,0.147546748290639,0.770563972908088,14.9670773717101,4.2825995356173,64.1981012396341,0.0519489238606051,4.28928772433404,1.62032085561497,0.377759889228822,2.00023000402507,-3.01798847473612,-28.8324196048938,0.952305136048842,-4.55774690510755,-100.439560987327,-0.241632131754153,-0.181652572026904
USMG5,6.03625273456325,9.03517047015339,1.0405184596917,2.14153513239986,12.9585686542421,0.866581895668804,8.65741224624248,7.50235671593513,3.81506849315068,5.28125411052859,0.294405083998363,0.668083989616278,0.485875036066145,24.6845340669822,4.18409467055528,182.462878317422,0.0346396778694138,7.39178944282695,3.13368983957219,0.423941978300416,4.17020297855213,-0.43999543942242,-20.0759142717981,0.960027231075858,-7.61146253660514,-35.9482496971078,0.210376381958501,0.17860194510316
GSTO1,13.4839565035603,3.25850632721366,3.24166852031112,1.70589036803969,6.82283211971281,0.165607921873048,28.2334181047821,4.67567769970587,2.32191780821918,3.40925831970987,0.340315834755863,4.13807896917307,1.90027951446625,0.128266427760598,0.498006781327472,2.89587739939101,1.59674721110316,22.5770488034172,2.52941176470588,0.112034650176379,3.54079696394687,0.670792132676544,0.897430860526926,-8.64173206839217,0.737929721635002,0.969003388114116,-0.038582774287458,-0.0893631788998784
