x1
0.0001
0.0009
0.0037
0.0073
0.0163
0.0317
0.0455
0.0695
0.0871
0.1034
0.1065
0.1023
0.0982
0.0868
0.0666
0.0554
0.0404
0.0281
0.0198
0.0118
0.0071
0.0056
0.0031
0.0015
0.0006
0.0001
0.0005
0.0001
